Date (America/Los_Angeles),Author,Comment
"2011-09-25 20:33:55","NashuaDebate",""
"2011-09-25 20:32:56","NashuaDebate",""
"2011-09-22 17:02:45","NashuaDebate",""
"2011-09-22 17:01:45","NashuaDebate",""
"2011-09-22 16:28:52","NashuaDebate",""
