Date (America/Los_Angeles),Author,Comment
"2013-01-26 18:28:05","reid.funston",""
"2013-01-25 18:42:23","reid.funston",""
"2013-01-25 18:41:21","reid.funston",""
"2013-01-25 18:41:02","reid.funston",""
"2013-01-25 18:40:14","reid.funston",""
"2013-01-25 17:57:37","reid.funston",""
"2013-01-25 17:57:15","reid.funston",""
"2013-01-25 17:56:55","reid.funston",""
"2013-01-25 17:41:51","reid.funston",""
"2013-01-25 17:41:03","reid.funston",""
"2013-01-25 17:40:12","reid.funston",""
"2013-01-25 17:39:56","reid.funston",""
"2013-01-25 17:38:53","reid.funston",""
