Date (America/Los_Angeles),Author,Comment
"2013-04-28 12:07:30","GenericUsername1",""
"2013-04-28 07:18:37","GenericUsername1",""
"2013-04-28 07:14:57","GenericUsername1",""
"2013-04-28 07:12:18","GenericUsername1",""
"2013-04-27 13:20:11","GenericUsername1",""
"2013-04-27 09:54:38","GenericUsername1",""
"2013-04-27 09:53:53","GenericUsername1",""
"2013-04-27 09:24:51","GenericUsername1",""
"2013-04-27 08:21:07","maxamillionml983",""
"2013-04-27 07:11:07","GenericUsername1",""
"2013-04-27 07:04:34","GenericUsername1",""
"2013-04-27 06:59:06","GenericUsername1",""
"2013-04-27 06:58:47","GenericUsername1",""
"2013-04-27 06:58:17","GenericUsername1",""
