Date (America/Los_Angeles),Author,Comment
"2011-01-05 21:16:41","chhsdebate",""
"2011-01-05 21:15:57","chhsdebate",""
"2011-01-05 21:14:12","chhsdebate",""
"2011-01-05 21:13:43","chhsdebate",""
"2010-10-18 14:24:28","chhsdebate",""
"2010-09-11 16:08:13","",""
"2010-09-11 16:05:43","",""
"2010-09-11 16:05:03","",""
"2010-09-11 14:34:26","Azharu",""
"2010-09-11 12:12:28","akshay.bhushan",""
"2010-09-11 12:12:16","akshay.bhushan",""
"2010-09-11 12:12:05","akshay.bhushan",""
"2010-09-05 15:08:48","billbatterman",""
