Date (America/Los_Angeles),Author,Comment
"2012-11-22 16:43:18","timlewisdebater",""
"2012-11-18 10:51:45","timlewisdebater",""
"2012-11-17 13:40:55","timlewisdebater",""
"2012-11-08 18:16:05","javi.reyes",""
"2012-11-08 18:15:23","javi.reyes",""
"2012-10-28 00:27:30","timlewisdebater",""
"2012-10-28 00:26:22","timlewisdebater",""
"2012-10-27 18:29:15","timlewisdebater",""
"2012-10-27 18:21:42","timlewisdebater",""
"2012-10-21 21:22:28","timlewisdebater",""
"2012-10-21 21:06:28","timlewisdebater",""
"2012-10-03 10:40:40","timlewisdebater",""
"2012-09-28 19:17:26","javi.reyes",""
"2012-09-28 19:16:29","javi.reyes",""
"2012-09-28 19:15:34","javi.reyes",""
"2012-09-26 18:53:45","javi.reyes",""
"2012-09-23 06:13:17","javi.reyes",""
"2012-09-22 20:59:21","javi.reyes",""
"2012-09-22 20:58:05","javi.reyes",""
"2012-09-22 20:56:45","javi.reyes",""
"2012-09-22 20:55:33","javi.reyes",""
"2012-09-22 13:58:13","timlewisdebater",""
"2012-09-22 11:09:42","timlewisdebater",""
"2012-09-08 13:19:44","javi.reyes",""
"2012-09-08 13:06:12","javi.reyes",""
